,cik_str,ticker,title,SIC
4602,1835817,NSTC,Northern Star Investment Corp. III,6770
4603,41719,GLT,Glatfelter Corp,2621
4604,1742927,RVPH,"REVIVA PHARMACEUTICALS HOLDINGS, INC.",2834
4605,1612940,PRQR,ProQR Therapeutics N.V.,2834
4606,1452477,SEVN,Seven Hills Realty Trust,6798
4607,1799788,GLSI,"Greenwich LifeSciences, Inc.",2834
4608,1477081,KGEIF,Kolibri Global Energy Inc.,
4609,881787,CRT,CROSS TIMBERS ROYALTY TRUST,6792
4610,1496443,PAYS,"Paysign, Inc.",7389
4611,1872302,NA,Nano Labs Ltd,3674
4612,720154,NOTV,"Inotiv, Inc.",8731
4613,1709164,HBB,Hamilton Beach Brands Holding Co,3634
4614,1016838,RDCM,RADCOM LTD,3577
4615,1059213,DNIF,DIVIDEND & INCOME FUND,0000
4616,1082038,DRRX,DURECT CORP,2834
4617,1742341,HKIT,HiTek Global Inc.,7372
4618,1494650,OPTN,"OptiNose, Inc.",2834
4619,1580864,VRM,"Vroom, Inc.",5500
4620,1371782,MVO,MV Oil Trust,1311
4621,95574,SGC,"SUPERIOR GROUP OF COMPANIES, INC.",2300
4622,1261166,NRO,NEUBERGER BERMAN REAL ESTATE SECURITIES INCOME FUND INC,
4623,1879814,TLGY,TLGY ACQUISITION CORP,6770
4624,1844642,LCA,"Landcadia Holdings IV, Inc.",6770
4625,842518,EVBN,EVANS BANCORP INC,6021
4626,1833769,HYPR,"Hyperfine, Inc.",3845
4627,901243,MUA,"BLACKROCK MUNIASSETS FUND, INC.",
4628,1840317,PLMI,Plum Acquisition Corp. I,6770
4629,1396033,LL,"LL Flooring Holdings, Inc.",5211
4630,1839341,CORZQ,"Core Scientific, Inc./tx",6199
4631,1589420,FPL,FIRST TRUST NEW OPPORTUNITIES MLP & ENERGY FUND,
4632,831655,MPV,BARINGS PARTICIPATION INVESTORS,
4633,830487,MHF,WESTERN ASSET MUNICIPAL HIGH INCOME FUND INC.,
4634,1072725,GDRZF,GOLD RESERVE INC,1040
4635,932781,FCCO,FIRST COMMUNITY CORP /SC/,6022
4636,1931691,MOBV,Mobiv Acquisition Corp,6770
4637,1504234,BGX,Blackstone Long-Short Credit Income Fund,
4638,1823575,ZFOX,"ZeroFox Holdings, Inc.",7389
4639,868278,PRPH,"ProPhase Labs, Inc.",2834
4640,716314,GHM,GRAHAM CORP,3560
4641,1563577,GRTX,"Galera Therapeutics, Inc.",2834
4642,100726,UFI,UNIFI INC,2200
4643,1743344,PYR,PyroGenesis Canada Inc.,2834
4644,720500,ASYS,AMTECH SYSTEMS INC,3559
4645,1353613,FXY,Invesco CurrencyShares Japanese Yen Trust,6221
4646,1055726,INO,"INOVIO PHARMACEUTICALS, INC.",3841
4647,1843100,SAMA,Schultze Special Purpose Acquisition Corp. II,6770
4648,1633438,AZRE,Azure Power Global Ltd,4911
4649,1819395,SOND,Sonder Holdings Inc.,7000
4650,1827871,TLGA,TLG Acquisition One Corp.,3690
4651,1590715,AREC,American Resources Corp,1220
4652,1903145,GRRR,Gorilla Technology Group Inc.,7372
4653,1157647,WNEB,"Western New England Bancorp, Inc.",6035
4654,1516899,YTRA,"Yatra Online, Inc.",4700
4655,1614806,AJX,Great Ajax Corp.,6798
4656,1819175,PIAI,Prime Impact Acquisition I,6770
4657,1769759,MGRM,MONOGRAM ORTHOPAEDICS INC,3841
4658,1523836,LITB,"LightInTheBox Holding Co., Ltd.",5961
4659,904112,MSD,MORGAN STANLEY EMERGING MARKETS DEBT FUND INC,
4660,1834336,FSRX,Finserv Acquisition Corp. II,6770
4661,10329,BSET,BASSETT FURNITURE INDUSTRIES INC,2511
4662,1819498,TWLV,Twelve Seas Investment Co. II,6770
4663,1487918,OFS,OFS Capital Corp,
4664,1783328,TCRX,"TScan Therapeutics, Inc.",2836
4665,1912582,FLFV,Feutune Light Acquisition Corp,6770
4666,1840161,FRXB,Forest Road Acquisition Corp. II,6770
4667,1504545,BWG,BrandywineGLOBAL-Global Income Opportunities Fund Inc,
4668,1847986,DFLI,Dragonfly Energy Holdings Corp.,3690
4669,1253689,GLYC,GLYCOMIMETICS INC,2834
4670,1459188,FDOC,"FUEL DOCTOR HOLDINGS, INC.",5013
4671,1347858,XXII,"22nd Century Group, Inc.",2111
4672,1784535,PRCH,"Porch Group, Inc.",7372
4673,1318484,CTRN,Citi Trends Inc,5600
4674,1383395,SQNS,SEQUANS COMMUNICATIONS,3674
4675,1305168,ARC,"ARC DOCUMENT SOLUTIONS, INC.",7330
4676,1756390,AAWH,"Ascend Wellness Holdings, Inc.",2833
4677,876378,ASXC,"ASENSUS SURGICAL, INC.",3841
4678,1571776,CHMI,Cherry Hill Mortgage Investment Corp,6798
4679,1820875,CXAI,CXApp Inc.,7372
4680,1851961,CNDB,Concord Acquisition Corp III,6770
4681,1505413,VOC,VOC Energy Trust,1311
4682,1775898,UCL,uCloudlink Group Inc.,4899
4683,1839824,FZT,FAST Acquisition Corp. II,6770
4684,1377757,GAU,Galiano Gold Inc.,1400
4685,1601485,ELTX,"Elicio Therapeutics, Inc.",2834
4686,1332943,IGA,Voya Global Advantage & Premium Opportunity Fund,
4687,839122,DMF,"BNY MELLON MUNICIPAL INCOME, INC.",
4688,1823896,GFX,Golden Falcon Acquisition Corp.,6770
4689,1408443,MIST,Milestone Pharmaceuticals Inc.,2834
4690,1722010,OPBK,OP Bancorp,6022
4691,1879297,LGVC,LAMF Global Ventures Corp. I,6770
4692,1343793,BTA,BlackRock Long-Term Municipal Advantage Trust,
4693,1870833,RMMZ,"RiverNorth Managed Duration Municipal Income Fund II, Inc.",
4694,808219,MHGU,MERITAGE HOSPITALITY GROUP INC,5812
4695,1767837,RMBI,"Richmond Mutual Bancorporation, Inc.",6022
4696,1834032,CSTA,Constellation Acquisition Corp I,6770
4697,1880438,ANTX,"AN2 Therapeutics, Inc.",2834
4698,1287498,EVG,Eaton Vance Short Duration Diversified Income Fund,
4699,1620737,OGI,ORGANIGRAM HOLDINGS INC.,2834
4700,1821812,SCAQ,Stratim Cloud Acquisition Corp.,6770
4701,1838163,DHCA,DHC Acquisition Corp.,6770
4702,1496749,HEQ,John Hancock Hedged Equity & Income Fund,
4703,1383062,DBE,Invesco DB Energy Fund,6221
4704,886136,SGA,SAGA COMMUNICATIONS INC,4832
4705,1562463,INBK,First Internet Bancorp,6022
4706,1598665,HRTG,"Heritage Insurance Holdings, Inc.",6331
4707,868578,PFD,FLAHERTY & CRUMRINE PREFERRED & INCOME FUND INC,
4708,1888151,BCAN,BYND CANNASOFT ENTERPRISES INC.,7372
4709,1828588,HNVR,"Hanover Bancorp, Inc. /NY",6022
4710,1752036,CALB,California BanCorp,6022
4711,1815753,TBCP,Thunder Bridge Capital Partners III Inc.,6770
4712,897802,SPE,"SPECIAL OPPORTUNITIES FUND, INC.",
4713,1878074,BWAQ,Blue World Acquisition Corp,6770
4714,1907909,VOXR,Vox Royalty Corp.,1040
4715,1339970,LIFE,aTYR PHARMA INC,2836
4716,1866547,GMFI,Aetherium Acquisition Corp,6770
4717,1828376,WMPN,William Penn Bancorporation,6036
4718,1922331,GLST,Global Star Acquisition Inc.,6770
4719,1717307,ILPT,Industrial Logistics Properties Trust,6798
4720,1938865,TCJH,Top KingWin Ltd,7389
4721,1838814,JUN,Juniper II Corp.,6770
4722,893847,HWBK,"HAWTHORN BANCSHARES, INC.",6021
4723,759866,JHS,JOHN HANCOCK INCOME SECURITIES TRUST,0000
4724,1117480,CMRX,CHIMERIX INC,2834
4725,1772720,SPRU,SPRUCE POWER HOLDING CORP,3714
4726,1680367,STTK,"Shattuck Labs, Inc.",2834
4727,1165002,WHG,WESTWOOD HOLDINGS GROUP INC,6282
4728,1084991,NGS,NATURAL GAS SERVICES GROUP INC,1389
4729,1820302,BKKT,"Bakkt Holdings, Inc.",6199
4730,1163792,WEA,WESTERN ASSET PREMIER BOND FUND,
4731,1620463,ATHA,"Athira Pharma, Inc.",2836
4732,1696195,KNIT,KINETIC GROUP INC.,7310
4733,1848020,BMAC,Black Mountain Acquisition Corp.,6770
4734,1178711,PRTK,"Paratek Pharmaceuticals, Inc.",2834
4735,1803914,PLBY,"PLBY Group, Inc.",5900
4736,949858,ACHV,"ACHIEVE LIFE SCIENCES, INC.",2835
4737,1836274,ACAH,Atlantic Coastal Acquisition Corp.,6770
4738,87050,NEON,Neonode Inc.,3679
4739,1813452,PLNHF,Planet 13 Holdings Inc.,0100
4740,1838513,GATE,Marblegate Acquisition Corp.,6770
4741,1866226,WTMA,Welsbach Technology Metals Acquisition Corp.,3690
4742,892992,NAZ,NUVEEN ARIZONA QUALITY MUNICIPAL INCOME FUND,
4743,1753706,FREE,"Whole Earth Brands, Inc.",2060
4744,1437226,MHH,"Mastech Digital, Inc.",8742
4745,1477845,ANVS,"Annovis Bio, Inc.",2834
4746,1173643,TRX,TRX GOLD Corp,1040
4747,1398805,BEEM,Beam Global,3674
4748,1499961,MULN,MULLEN AUTOMOTIVE INC.,7374
4749,1946399,YS,"YS Biopharma Co., Ltd.",2834
4750,1434868,ESPR,"Esperion Therapeutics, Inc.",2834
4751,1199004,FMN,Federated Hermes Premier Municipal Income Fund,
4752,1390352,ORRCF,OROCO RESOURCE CORP,
4753,1527762,MFH,Mercurity Fintech Holding Inc.,6199
4754,1602658,ISTR,Investar Holding Corp,6022
4755,1518715,HMST,"HomeStreet, Inc.",6022
4756,1785530,HOWL,"Werewolf Therapeutics, Inc.",2834
4757,723646,FRAF,FRANKLIN FINANCIAL SERVICES CORP /PA/,6022
4758,1328919,GASS,StealthGas Inc.,4412
4759,1914605,ECBK,"ECB Bancorp, Inc. /MD/",6036
4760,1707502,SLDB,Solid Biosciences Inc.,2836
4761,1834518,NSTB,Northern Star Investment Corp. II,6770
4762,1035976,FNCB,"FNCB Bancorp, Inc.",6021
4763,1209028,AAIC,Arlington Asset Investment Corp.,6798
4764,1158420,GGE,Green Giant Inc.,6500
4765,928465,DIT,AMCON DISTRIBUTING CO,5141
4766,1031029,SRT,"Startek, Inc.",7363
4767,1837929,NPAB,New Providence Acquisition Corp. II,6770
4768,1869141,ACAQ,Athena Consumer Acquisition Corp.,6770
4769,1006837,VATE,INNOVATE Corp.,3440
4770,1835972,ARRW,Arrowroot Acquisition Corp.,6770
4771,1895249,MCAC,Monterey Capital Acquisition Corp,6770
4772,1398733,AQST,"Aquestive Therapeutics, Inc.",2834
4773,1514281,MITT,"AG Mortgage Investment Trust, Inc.",6798
4774,1831979,GPAC,Global Partner Acquisition Corp II,6770
4775,1093672,PEBK,PEOPLES BANCORP OF NORTH CAROLINA INC,6022
4776,1386570,CDXC,ChromaDex Corp.,2833
4777,1873875,IXHL,Incannex Healthcare Ltd,2834
4778,1133869,CAPR,"CAPRICOR THERAPEUTICS, INC.",2834
4779,1774170,PWFL,"PowerFleet, Inc.",3669
4780,1843121,OPA,Magnum Opus Acquisition Ltd,2721
4781,1854275,IOAC,Innovative International Acquisition Corp.,7510
4782,883569,FOSL,"Fossil Group, Inc.",3873
4783,1871745,DSAQ,Direct Selling Acquisition Corp.,6770
4784,1753162,FTHM,Fathom Holdings Inc.,6531
4785,1550603,MLVF,"MALVERN BANCORP, INC.",6035
4786,1840353,TRCA,Twin Ridge Capital Acquisition Corp.,6770
4787,1752372,EZOO,Ezagoo Ltd,7310
4788,1841209,HOLO,MicroCloud Hologram Inc.,7370
4789,1800392,MLGO,MicroAlgo Inc.,7371
4790,1532286,NINE,"Nine Energy Service, Inc.",1389
4791,894671,OVBC,OHIO VALLEY BANC CORP,6022
4792,748691,KF,KOREA FUND INC,
4793,93314,VNRX,VOLITIONRX LTD,2835
4794,1372299,OCGN,"Ocugen, Inc.",2836
4795,1814287,ERES,East Resources Acquisition Co,6282
4796,1860514,USCT,TKB Critical Technologies 1,6770
4797,1442236,QRHC,Quest Resource Holding Corp,4953
4798,863894,VERU,VERU INC.,2834
4799,908311,CMCT,Creative Media & Community Trust Corp,6798
4800,1478102,DMO,Western Asset Mortgage Opportunity Fund Inc.,
4801,1849548,ONYX,Onyx Acquisition Co. I,6770
4802,1752828,CELU,Celularity Inc,2834
4803,886158,BBBYQ,BED BATH & BEYOND INC,5700
4804,1119774,CGEN,COMPUGEN LTD,2836
4805,355019,FONR,FONAR CORP,3845
4806,836690,ISSC,INNOVATIVE SOLUTIONS & SUPPORT INC,7371
4807,1491419,LVO,"LiveOne, Inc.",5812
4808,1897245,ACAX,Alset Capital Acquisition Corp.,5122
4809,1610618,CDTX,"Cidara Therapeutics, Inc.",2836
4810,1855457,KORE,"KORE Group Holdings, Inc.",4813
4811,1856365,FINW,Finwise Bancorp,6022
4812,1137883,BCLI,BRAINSTORM CELL THERAPEUTICS INC.,2836
4813,1726126,EPSN,Epsilon Energy Ltd.,1311
4814,845379,CHN,CHINA FUND INC,
4815,1316463,GLQ,Clough Global Equity Fund,
4816,23111,CTG,COMPUTER TASK GROUP INC,7371
4817,1868573,APXI,APx Acquisition Corp. I,6770
4818,1488039,ATOS,"ATOSSA THERAPEUTICS, INC.",2834
4819,1578987,BANX,ArrowMark Financial Corp.,
4820,1852633,BYN,Banyan Acquisition Corp,6770
4821,793040,ECF,ELLSWORTH GROWTH & INCOME FUND LTD,
4822,1509253,JSD,Nuveen Short Duration Credit Opportunities Fund,
4823,1672909,CPHC,Canterbury Park Holding Corp,7948
4824,1829953,COOL,Corner Growth Acquisition Corp.,6770
4825,72444,VXRT,"Vaxart, Inc.",2836
4826,1913577,DECA,Denali Capital Acquisition Corp.,6770
4827,1365767,ALLT,Allot Ltd.,3576
4828,8146,ALOT,"AstroNova, Inc.",3577
4829,1822711,PRDS,"PARDES BIOSCIENCES, INC.",2834
4830,1782223,PYXS,"Pyxis Oncology, Inc.",2834
4831,1137547,UBFO,UNITED SECURITY BANCSHARES,6021
4832,1705012,FAT,"Fat Brands, Inc",5812
4833,1752474,KLDI,KLDiscovery Inc.,7370
4834,1627281,CLLS,Cellectis S.A.,2836
4835,1829322,SZZL,Sizzle Acquisition Corp.,6770
4836,1556727,FNWB,First Northwest Bancorp,6036
4837,1937737,MLEC,Moolec Science SA,6770
4838,894351,MNP,WESTERN ASSET MUNICIPAL PARTNERS FUND INC.,
4839,1513818,ARAV,"Aravive, Inc.",2834
4840,1391127,EGIO,"Edgio, Inc.",7389
4841,1392694,SURG,"SurgePays, Inc.",7310
4842,1927719,CRGO,Freightos Ltd,4731
4843,1859310,MEOA,Minority Equality Opportunities Acquisition Inc.,7374
4844,1001902,IVAC,INTEVAC INC,3559
4845,1021917,AWCA,"Awaysis Capital, Inc.",6512
4846,1826011,VII,7GC & Co. Holdings Inc.,6770
4847,1539190,SPPP,SPROTT PHYSICAL PLATINUM & PALLADIUM TRUST,6221
4848,1893219,ACAB,Atlantic Coastal Acquisition Corp. II,6770
4849,101984,UEIC,UNIVERSAL ELECTRONICS INC,3651
4850,890119,NIM,NUVEEN SELECT MATURITIES MUNICIPAL FUND,
4851,1883788,ATAK,Aurora Technology Acquisition Corp.,3841
4852,1334325,CODA,"Coda Octopus Group, Inc.",3812
4853,1838716,GNTA,Genenta Science S.p.A.,2836
4854,1893311,LUXH,LUXURBAN HOTELS INC.,6500
4855,1827899,CPTK,Crown PropTech Acquisitions,5072
4856,1447051,TBNK,Territorial Bancorp Inc.,6035
4857,779336,IAF,"ABRDN AUSTRALIA EQUITY FUND, INC.",
4858,1853920,VBOC,Viscogliosi Brothers Acquisition Corp,6770
4859,1501989,CTMX,"CytomX Therapeutics, Inc.",2834
4860,1627854,DCF,"BNY Mellon Alcentra Global Credit Income 2024 Target Term Fund, Inc.",
4861,1141688,LARK,LANDMARK BANCORP INC,6021
4862,1641229,FFMGF,First Mining Gold Corp.,1040
4863,1656536,DBTX,"Decibel Therapeutics, Inc.",2834
4864,906709,NKTR,NEKTAR THERAPEUTICS,2834
4865,1478454,EBMT,"Eagle Bancorp Montana, Inc.",6022
4866,1354866,BYRN,Byrna Technologies Inc.,3690
4867,1841425,VGAS,"Verde Clean Fuels, Inc.",2860
4868,1750735,MRBK,Meridian Corp,6021
4869,1164771,NAK,NORTHERN DYNASTY MINERALS LTD,1040
4870,1814974,BBXIA,"BBX Capital, Inc.",5400
4871,72633,NRT,NORTH EUROPEAN OIL ROYALTY TRUST,6792
4872,1329606,CETY,"Clean Energy Technologies, Inc.",3621
4873,1787414,BSBK,Bogota Financial Corp.,6036
4874,315131,PHX,PHX MINERALS INC.,1311
4875,1462418,ASPS,ALTISOURCE PORTFOLIO SOLUTIONS S.A.,7380
4876,1001115,GEOS,GEOSPACE TECHNOLOGIES CORP,3829
4877,1898601,IPX,IPERIONX Ltd,1090
4878,845606,CXE,MFS HIGH INCOME MUNICIPAL TRUST,
4879,24090,CIA,"CITIZENS, INC.",6311
4880,908187,PCM,"PCM FUND, INC.",
4881,850033,BPT,BP PRUDHOE BAY ROYALTY TRUST,2911
4882,1107421,TCRT,"Alaunos Therapeutics, Inc.",2834
4883,75398,PAI,Western Asset Investment Grade Income Fund Inc.,
4884,810943,PCF,HIGH INCOME SECURITIES FUND,
4885,1851612,BHAC,Crixus BH3 Acquisition Co,6770
4886,1875496,YGF,"YanGuFang International Group Co., Ltd",2000
4887,1017491,SEEL,"SEELOS THERAPEUTICS, INC.",2834
4888,1439725,BDSX,BIODESIX INC,8071
4889,1482554,HFUS,Hartford Great Health Corp.,7374
4890,1865468,KACL,Kairous Acquisition Corp. Ltd,6770
4891,1505155,UPLD,"Upland Software, Inc.",7372
4892,1528287,NPCE,NeuroPace Inc,3841
4893,759828,JHI,JOHN HANCOCK INVESTORS TRUST,0000
4894,832090,PTRS,PARTNERS BANCORP,6022
4895,1855555,ENER,ACCRETION ACQUISITION CORP.,6770
4896,1822912,ADER,26 Capital Acquisition Corp.,6770
4897,931584,USAP,UNIVERSAL STAINLESS & ALLOY PRODUCTS INC,3312
4898,1620749,PHCI,Panamera Holdings Corp,8742
4899,1533998,DRIO,DarioHealth Corp.,3841
4900,1852749,XFIN,ExcelFin Acquisition Corp.,6770
4901,725363,CVM,CEL SCI CORP,2836
4902,1830795,QFTA,Quantum FinTech Acquisition Corp,6770
4903,1852019,IXAQ,IX Acquisition Corp.,6770
4904,1753368,SANG,Sangoma Technologies Corp,7370
4905,1728117,GOSS,"Gossamer Bio, Inc.",2834
4906,1101680,DZSI,DZS INC.,3661
4907,1318482,KDOZF,KIDOZ INC.,7900
4908,1608390,AFMD,Affimed N.V.,2834
4909,880641,EFSI,EAGLE FINANCIAL SERVICES INC,6022
4910,1431959,MMAT,META MATERIALS INC.,3674
4911,1853044,WWAC,Worldwide Webb Acquisition Corp.,8742
4912,316253,ENZ,ENZO BIOCHEM INC,8071
4913,1645873,MDV,MODIV INC.,6798
4914,1697851,REKR,"Rekor Systems, Inc.",3669
4915,1827506,TALS,"Talaris Therapeutics, Inc.",2836
4916,1578453,DLNG,Dynagas LNG Partners LP,4400
4917,31107,EML,EASTERN CO,3420
4918,1872529,MDXH,MDxHealth SA,8071
4919,874396,LCUT,"LIFETIME BRANDS, INC",3420
4920,1682639,EYEN,"EYENOVIA, INC.",2834
4921,1825473,PRSR,Prospector Capital Corp.,6770
4922,1816017,SPIR,"Spire Global, Inc.",4899
4923,715446,ANIX,Anixa Biosciences Inc,2834
4924,813623,SWZ,"SWISS HELVETIA FUND, INC.",
4925,1850902,TKNO,"Alpha Teknova, Inc.",2835
4926,763907,FUNC,FIRST UNITED CORP/MD/,6021
4927,1906133,FGMC,FG Merger Corp.,7372
4928,882300,SBI,WESTERN ASSET INTERMEDIATE MUNI FUND INC.,
4929,1808997,AOUT,"American Outdoor Brands, Inc.",3949
4930,737875,FKYS,FIRST KEYSTONE CORP,6022
4931,1716951,OCCI,"OFS Credit Company, Inc.",
4932,36840,FREVS,FIRST REAL ESTATE INVESTMENT TRUST OF NEW JERSEY,6798
4933,1719395,EAR,"Eargo, Inc.",3842
4934,1502557,KPEA,Kun Peng International Ltd.,8200
4935,1865506,ESAC,ESGEN Acquisition Corp,6770
4936,1605301,CBFV,"CB Financial Services, Inc.",6022
4937,1597313,VRAY,"ViewRay, Inc.",3845
4938,1814329,ASTR,"Astra Space, Inc.",4700
4939,1853436,MPRA,Mercato Partners Acquisition Corp,6770
4940,1226616,MNOV,MEDICINOVA INC,2834
4941,1117171,CBAT,"CBAK Energy Technology, Inc.",3690
4942,1740797,TREN,TREND INNOVATIONS HOLDING INC.,7374
4943,1070680,CFBK,CF BANKSHARES INC.,6021
4944,875582,NTIC,NORTHERN TECHNOLOGIES INTERNATIONAL CORP,3470
4945,1051343,CWBC,COMMUNITY WEST BANCSHARES /,6022
4946,1449794,EMYB,"Embassy Bancorp, Inc.",6022
4947,811922,MGF,MFS GOVERNMENT MARKETS INCOME TRUST,
4948,1305767,PHD,"Pioneer Floating Rate Fund, Inc.",
4949,882071,PFO,Flaherty & Crumrine PREFERRED & INCOME OPPORTUNITY FUND INC,
4950,1834755,SLAC,Social Leverage Acquisition Corp I,6199
4951,804563,BMBN,BENCHMARK BANKSHARES INC,6022
4952,1509397,LOMLF,Lion One Metals Ltd.,
4953,65596,SIEB,SIEBERT FINANCIAL CORP,6211
4954,1510593,XNET,Xunlei Ltd,7372
4955,1843988,TWOA,two,6770
4956,1865248,CMCA,Capitalworks Emerging Markets Acquisition Corp,6770
4957,14177,BRID,BRIDGFORD FOODS CORP,2013
4958,1839998,DTOC,Digital Transformation Opportunities Corp.,8000
4959,1114927,FNRN,FIRST NORTHERN COMMUNITY BANCORP,6035
4960,1080259,TCLRY,Technicolor,3651
4961,1831006,BLUA,BlueRiver Acquisition Corp.,6770
4962,84129,RAD,RITE AID CORP,5912
4963,1821606,TMKR,Tastemaker Acquisition Corp.,6770
4964,1517767,VCIF,Vertical Capital Income Fund,
4965,1303942,BFIN,BankFinancial CORP,6035
4966,882508,QUIK,QUICKLOGIC Corp,3674
4967,1527753,PSNL,"Personalis, Inc.",8071
4968,1837248,SDAC,Sustainable Development Acquisition I Corp.,6770
4969,1041368,RVSB,RIVERVIEW BANCORP INC,6035
4970,1855485,FLAG,"First Light Acquisition Group, Inc.",2836
4971,1333835,CASA,Casa Systems Inc,3663
4972,1841144,HWKZ,Hawks Acquisition Corp,6770
4973,1556266,GLG,"TD Holdings, Inc.",5050
4974,1648636,TRLEF,Trillion Energy International Inc.,1311
4975,1401564,FFNW,"First Financial Northwest, Inc.",6022
4976,1488917,ELMD,"Electromed, Inc.",3845
4977,1474903,BGSF,"BGSF, INC.",7363
4978,95953,ACNT,ASCENT INDUSTRIES CO.,3317
4979,1178253,SCYX,SCYNEXIS INC,2834
4980,1585855,GGZ,Gabelli Global Small & Mid Cap Value Trust,
4981,1746967,RMI,"RiverNorth Opportunistic Municipal Income Fund, Inc.",
4982,924383,GNSS,Genasys Inc.,3651
4983,1817868,JAQC,Jupiter Acquisition Corp,6770
4984,95552,SUP,SUPERIOR INDUSTRIES INTERNATIONAL INC,3714
4985,1223389,CONN,CONNS INC,5731
4986,1828972,BZFD,"BuzzFeed, Inc.",4899
4987,1794276,YCQH,YCQH Agricultural Technology Co. Ltd,2870
4988,1850266,AKLI,"Akili, Inc.",3841
4989,1838293,CHAA,Catcha Investment Corp,6770
4990,1844505,GIA,"GigCapital5, Inc.",3845
4991,706863,UNB,UNION BANKSHARES INC,6022
4992,1179821,BGI,BIRKS GROUP INC.,5944
4993,1622996,ACBM,"ACRO BIOMEDICAL CO., LTD.",7900
4994,899394,HRBR,"HARBOR DIVERSIFIED, INC.",4512
4995,1590418,FCUV,FOCUS UNIVERSAL INC.,3823
4996,1741830,KRON,"Kronos Bio, Inc.",2834
4997,1839610,IPVF,InterPrivate III Financial Partners Inc.,6211
4998,1548536,SZSMF,Santacruz Silver Mining Ltd.,
4999,9521,BCV,BANCROFT FUND LTD,0000
5000,1282648,BATL,BATTALION OIL CORP,1311
5001,1378701,GDL,GDL FUND,
5002,1909417,SLNA,SELINA HOSPITALITY PLC,7011
5003,1126115,LZGI,"LZG INTERNATIONAL, INC.",7372
5004,865400,GSVRF,GUANAJUATO SILVER CO LTD,
5005,1769624,AGBA,AGBA Group Holding Ltd.,6282
5006,718413,CMTV,COMMUNITY BANCORP /VT,6021
5007,1610820,BCTX,BriaCell Therapeutics Corp.,2834
5008,1098009,AAGH,America Great Health,2834
5009,1861233,ILLM,AcuityAds Holdings Inc.,7374
5010,1560672,EARN,Ellington Residential Mortgage REIT,6798
5011,1302028,MNTX,"Manitex International, Inc.",3559
5012,1040161,PXLW,"PIXELWORKS, INC",3674
5013,1849475,NCAC,Newcourt Acquisition Corp,6770
5014,924719,SMID,SMITH MIDLAND CORP,3272
5015,1869673,BACA,Berenson Acquisition Corp. I,6770
5016,1710340,ETON,"Eton Pharmaceuticals, Inc.",2834
5017,1129928,ONCY,ONCOLYTICS BIOTECH INC,2834
5018,1547546,LFT,"Lument Finance Trust, Inc.",6798
5019,1830029,ADEX,Adit EdTech Acquisition Corp.,7374
5020,1575434,VERY,"Vericity, Inc.",6311
5021,1828748,ASFH,ASIAFIN HOLDINGS CORP.,7389
5022,16859,SRL,Scully Royalty Ltd.,6795
5023,1506488,NXG,NXG NextGen Infrastructure Income Fund,
5024,719402,FXNC,FIRST NATIONAL CORP /VA/,6022
5025,1748137,NEOV,NeoVolta Inc.,3690
5026,1867443,CNGL,Canna-Global Acquisition Corp,6770
5027,897419,NMT,NUVEEN MASSACHUSETTS QUALITY MUNICIPAL INCOME FUND,
5028,1621832,AQMS,"Aqua Metals, Inc.",3341
5029,1783875,FFNTF,4Front Ventures Corp.,2833
5030,1498403,BLRX,BioLineRx Ltd.,2834
5031,1534969,SERA,"SERA PROGNOSTICS, INC.",8071
5032,1818605,DIST,Distoken Acquisition Corp,6770
5033,880417,CSBB,"CSB Bancorp, Inc.",6022
5034,1930510,VCIG,VCI Global Ltd,8744
5035,1780201,LVLU,"Lulu's Fashion Lounge Holdings, Inc.",5961
5036,1729997,GDLC,Grayscale Digital Large Cap Fund LLC,6221
5037,1496292,IHD,Voya Emerging Markets High Dividend Equity Fund,
5038,1892922,MARX,Mars Acquisition Corp.,6770
5039,1520358,MMMB,"MamaMancini's Holdings, Inc.",2013
5040,830271,NMI,NUVEEN MUNICIPAL INCOME FUND INC,
5041,1857030,INCR,Intercure Ltd.,2834
5042,355379,MDWT,MIDWEST HOLDING INC.,6311
5043,1848898,VCXA,10X Capital Venture Acquisition Corp. II,0100
5044,716634,RDI,READING INTERNATIONAL INC,7830
5045,1857855,FNVT,Finnovate Acquisition Corp.,6770
5046,798081,LAKE,LAKELAND INDUSTRIES INC,3842
5047,1481028,HYSR,"SUNHYDROGEN, INC.",3674
5048,1811115,RNLX,Renalytix plc,8071
5049,1955104,ZAPP,Zapp Electric Vehicles Group Ltd,3751
5050,1445831,NPFC,Newpoint Financial Corp,7997
5051,1070296,FCAP,FIRST CAPITAL INC,6035
5052,1841125,GAMC,Golden Arrow Merger Corp.,6770
5053,709283,QMCO,QUANTUM CORP /DE/,3572
5054,1843588,REE,REE Automotive Ltd.,3711
5055,1398972,ERDCF,Erdene Resource Development Corp,
5056,1847409,HITI,High Tide Inc.,5990
5057,1279014,ERH,ALLSPRING UTILITIES & HIGH INCOME FUND,
5058,1946021,HSPO,Horizon Space Acquisition I Corp.,6770
5059,1741257,BFGX,"BANGFU TECHNOLOGY GROUP CO., LTD.",7372
5060,1770088,WIMI,WiMi Hologram Cloud Inc.,7372
5061,814586,LWAY,"Lifeway Foods, Inc.",2020
5062,918251,MPAA,MOTORCAR PARTS OF AMERICA INC,3714
5063,1077640,WMLLF,Wealth Minerals Ltd.,1000
5064,1865120,BRAC,Broad Capital Acquisition Corp,6770
5065,1855168,WRAC,Williams Rowland Acquisition Corp.,6770
